NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;YEAR;REF_YEAR;ANNUAL_TICKETS
AT1;AT13;AT130;90001;0;2005;2017;303000
AT1;AT13;AT130;90001;0;2007;2017;325000
AT1;AT13;AT130;90001;0;2009;2017;336000
AT1;AT13;AT130;90001;0;2011;2017;363000
AT1;AT13;AT130;90001;0;2012;2017;501000
AT1;AT13;AT130;90001;0;2013;2017;582000
AT1;AT13;AT130;90001;0;2014;2017;650000
AT1;AT13;AT130;90001;0;2015;2017;711250
AT1;AT13;AT130;90001;0;2016;2017;733000
AT1;AT13;AT130;90001;0;2017;2017;778162
