NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;YEAR;REF_YEAR;ANNUAL_TICKETS
AT1;AT13;AT130;90001;0;2005;2016;303.000,00
AT1;AT13;AT130;90001;0;2007;2016;325.000,00
AT1;AT13;AT130;90001;0;2009;2016;336.000,00
AT1;AT13;AT130;90001;0;2011;2016;363.000,00
AT1;AT13;AT130;90001;0;2012;2016;501.000,00
AT1;AT13;AT130;90001;0;2013;2016;582.000,00
AT1;AT13;AT130;90001;0;2014;2016;650.000,00
AT1;AT13;AT130;90001;0;2015;2016;711.250,00
AT1;AT13;AT130;90001;0;2016;2016;733.000,00
