NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;YEAR;REF_YEAR;ANNUAL_TICKETS
AT1;AT13;AT130;90001;0;2005;2015;303.000,00
AT1;AT13;AT130;90001;0;2007;2015;325.000,00
AT1;AT13;AT130;90001;0;2009;2015;336.000,00
AT1;AT13;AT130;90001;0;2011;2015;363.000,00
AT1;AT13;AT130;90001;0;2012;2015;501.000,00
AT1;AT13;AT130;90001;0;2013;2015;582.000,00
AT1;AT13;AT130;90001;0;2014;2015;650.000,00
AT1;AT13;AT130;90001;0;2015;2015;711.250,00
